stasjonsnr,Stasjonsnavn,Måleparameter,Versjon,Målested,Stasjontype,Status (i drift/nedlagt),Målestart (dato),Data kontrollert fra (dato),Data kontrollert til (dato),Evt. nedlagt (dato),Normal årsavrenning (l/s km2),Totalt feltareal (km2),"Bratthet (1085-gradient, m/km)",Myrprosent,Effektiv sjøprosent,Jordbruksprosent,Skogprosent,Innsjøprosent,Snaufjellprosent,Urbantareal prosent,Breprosent,Elvegradient (m/km),Elvelengde (km),Elvenavnhierarki,Elvetetthet (m/km),Vassdragsomr. nr.,Vassdragsomr. navn,Reguleringsgrad areal,"Reguleringsgrad mag,",Måleparameter kode,Høyde 10 persentil (m),Høyde 90 persentil (m),Medianhøyde (m),Høyeste punkt (m),Laveste punkt (m),Høyde over havet (m),ObjektID
166.1.0,Lakshola,Vannføring,1,Elv - naturlig profil,Konsesjonspålagt stasjon,I drift,6089.583333333333,1916-09-01T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,230.41,18.57,0.43,1.82,0.02,16.7,12.9,48.25,0,0.97,23.29,27.43,Laksåga,2116.27,166,Fagerbakkvassdraget og Laksåga/Sørfolda sør,0.33,0.06,1001,355,959,536,1324,9,20,16296
2.25.0,Lalm,Vannføring,1,Ikke angitt,Konsesjonspålagt stasjon,I drift,Ikke angitt,1971-03-03T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,3977.82,5.48,1.01,0.38,1.52,15.82,4.49,69.73,0.05,5.21,7.17,130.80000000000001,Otta/Vorma-Lågen/Glommavassdraget,1162.3800000000001,002,Glommavassdraget/Hvaler og Singlefjorden,1,0.14000000000000001,1001,830,1804,1406,2464,349,360,213
307.7.0,Landbru,Vannføring,1,Elv - naturlig profil,Forvaltningsstasjon,I drift,15930.583333333334,1943-08-12T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,61.37,18.829999999999998,4.25,6.17,0,34.549999999999997,10.53,38.869999999999997,0,0,26.53,14.59,Linvasselva/Faxälven,1421.25,307,Ångermanelven,0,0,1001,555,916,737,1120,474,470,17959
26.18.0,Langhølen,Vannføring,1,Elv - naturlig profil,Konsesjonspålagt stasjon,I drift,24954.583333333332,1968-04-26T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,1901.48,7.54,1.51,2.4500000000000002,1.04,23.08,12.64,55.71,0.1,0,7.07,150.38999999999999,Sira,2404.15,026,Sira og Sokna/kyst Hidra-Sokndal,1,0.66,1001,334,1113,816,1421,0,5,8375
12.188.0,Langtjernbekk,Vannføring,1,Elv - kunstig profil,Forvaltningsstasjon,I drift,26941.583333333332,1973-10-04T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,4.67,27.14,6.57,5.1100000000000003,0,86.79,6.78,0,0,0,24.31,3.54,Trommaldelva/Hallingdalsvassdraget/Drammensvassdraget,1791.62,012,Drammensvassdraget/Drammensfjorden vest,0,0,1001,531,668,597,755,516,516,4363
178.1.0,Langvatn,Vannføring,1,Innsjø,Forvaltningsstasjon,I drift,19581.583333333332,1953-08-10T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,18.41,74.38,4.3600000000000003,6.13,0.51,32.71,8.41,49.65,0,0,64.59,6.94,Langvasselva,1745.02,178,Vestre Hinnøya,0,0,1001,46,726,395,1104,28,27,16777
36.32.0,Lauvastøl,Vannføring,1,Elv - kunstig profil,Konsesjonspålagt stasjon,I drift,31138.583333333332,1985-04-01T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,20.72,96.65,1.29,0.4,0,13.55,3.1,80.52,0,0,84.69,8.19,Kvilldalsåna/Suldalsvassdraget,2606.41,036,Suldalsvassdraget/Sandsfjorden sør og Hylsfjorden,0,0,1001,742,1303,1086,1421,608,610,9169
72.22.0,Låvisbrua,Vannføring,1,Elv - naturlig profil,Konsesjonspålagt stasjon,I drift,32680.583333333332,1989-06-21T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,770.13,30.71,0.22,0.46,0.17,6.58,11.82,78.760000000000005,0,0.96,29.92,51.71,Aurlandsvassdraget,1766,072,Aurlandsvassdraget/Aurlandsfjorden,0.99,0.78,1001,1147,1651,1558,1766,29,50,10621
151.11.0,Lavvatn,Vannføring,1,Innsjø,Konsesjonspålagt stasjon,I drift,23590.583333333332,1964-08-01T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,73.72,21.2,1.87,1.41,0,11.23,5.18,77.989999999999995,0,0,37.71,15.22,Hundåla,2364.91,151,Vefsna/Vefsnfjorden sør,0,0,1001,346,782,551,999,226,226,15067
33.8.0,Leirberget i Årdal,Vannføring,1,Elv - kunstig profil,Konsesjonspålagt stasjon,I drift,35482.583333333336,1997-02-21T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,520.58000000000004,19.600000000000001,1.05,1.22,1.03,11.5,14.47,67.47,0,0,22.62,52.38,Årdalselva,2407.98,033,Årdalselva/Årdalsfjorden,0.69,0.4,1001,559,1128,930,1262,4,5,8921
213.2.0,Leirbotnvatn,Vannføring,1,Innsjø,Forvaltningsstasjon,I drift,22578.583333333332,1961-10-24T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,135.47,18.36,2.64,1.17,0,14.1,5.9,75.61,0,0,19.43,24.91,Leirbotnelva (lakselva),1829.46,213,Repparfjordvassdraget/Vargsundet og Sammelsund,0,0,1001,359,596,503,707,159,161,17590
50.38.0,Leiro,Vannføring,1,Elv - naturlig profil,Konsesjonspålagt stasjon,I drift,35773.583333333336,1988-07-12T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,115.34,32.880000000000003,0.67,1.68,0,0,8.91,73.48,0,16.899999999999999,40.229999999999997,14.52,Leiro/Eidfjordvassdraget,3393.77,050,"Eidfjordvassdraget, Kinso og Sima/kyst Krossanes-Osafjorden",0,0,1001,1110,1701,1372,1849,958,960,9887
172.7.0,Leirpoldvatn,Vannføring,1,Elv - naturlig profil,Forvaltningsstasjon,I drift,25718.583333333332,1970-05-30T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,18.72,36.74,4.84,4.45,0,38.130000000000003,4.68,26.62,0,0,38.76,4.46,Leirpollelva,913.14,172,Forsåvassdraget/Efjorden,0,0,1001,44,610,232,964,23,26,16553
2.634.0,Lena,Vannføring,1,Elv - naturlig profil,Konsesjonspålagt stasjon,I drift,33309.583333333336,1991-03-11T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,183.64,16.670000000000002,4.53,0.03,34.770000000000003,55.03,1.38,0,0.71,0,15.85,29.59,Lenaelva/Vorma-Lågen/Glommavassdraget,1175.94,002,Glommavassdraget/Hvaler og Singlefjorden,0,0,1001,323,626,440,753,221,227,1611
155.27.0,Lendingosen (Varnvatnet),Vannføring,1,Innsjø,Konsesjonspålagt stasjon,I drift,34029.583333333336,1993-03-01T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,159.03,8.52,4.87,4.45,0.28999999999999998,44.86,9.65,27.64,0,0.11,10.23,29.43,Røssåga,2133.38,155,Røssåga/elsfjord og Sørfjorden,0,0,1001,501,922,673,1373,412,413,15273
308.1.0,Lenglingen,Vannføring,1,Innsjø,Forvaltningsstasjon,I drift,9222.5833333333339,1925-03-31T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,449.98,8.9499999999999993,21.54,4.1100000000000003,0.52,39.79,8.3000000000000007,24.83,0,0,9.42,43.22,Holdelva/Hårkan,2102.83,308,Indalselven,0,0,1001,440,847,661,1388,353,354,17981
2.346.0,Lesjaverk (Lesjaskogvatnet),Vannføring,1,Innsjø,Forvaltningsstasjon,I drift,26579.583333333332,1972-10-07T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,90.47,-0.21,1.07,2.44,1.79,25.05,3.35,67.430000000000007,0,0.33,-0.31,6.44,Vorma-Lågen/Glommavassdraget,1443.63,002,Glommavassdraget/Hvaler og Singlefjorden,0,0,1001,639,1486,1246,1741,609,611,1058
32.6.0,Liarvatn ndf.,Vannføring,1,Ikke angitt,Konsesjonspålagt stasjon,I drift,12929.583333333334,1935-05-25T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,56.12,21.92,1,3.75,0,29.84,14.37,50.28,0,0,20.8,18.55,Jørpelandsåna,1299.67,032,Jørpelandsåna/Strand kommune,1,0.04,1001,461,761,660,845,293,295,8892
2.275.0,Liavatn,Vannføring,1,Innsjø,Konsesjonspålagt stasjon,I drift,23743.583333333332,1965-01-01T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,213.12,18.78,0.44,1.59,0.08,12.26,5.28,70.040000000000006,0,11.04,19.7,28.12,Ostri/Otta/Vorma-Lågen/Glommavassdraget,1104.1300000000001,002,Glommavassdraget/Hvaler og Singlefjorden,0,0,1001,935,1747,1479,2085,734,733,852
2.479.0,Li bru,Vannføring,1,Elv - naturlig profil,Forvaltningsstasjon,I drift,32261.583333333332,1988-04-28T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,156.86000000000001,19.22,1.43,0.01,0.28000000000000003,10.87,1.27,80.66,0,0,23.42,29.76,Atna/Glommavassdraget,1270.1099999999999,002,Glommavassdraget/Hvaler og Singlefjorden,0,0,1001,1016,1777,1336,2170,749,748,1419
122.14.0,Lillebudal bru,Vannføring,1,Elv - naturlig profil,Forvaltningsstasjon,I drift,23264.583333333332,1963-09-10T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,168.11,20.48,11.98,0.02,0.74,22.27,1.48,62.21,0,0,20.329999999999998,29.76,Bua/Gaula,3524.14,122,Gaula/kyst Viggjaneset-Flakk,0,0,1001,689,1105,965,1309,511,515,13936
104.1.0,Lille Eikesdalsvatn,Vannføring,2,Innsjø,Konsesjonspålagt stasjon,I drift,2558.5833333333335,1907-01-01T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,801.61,17.309999999999999,0.56000000000000005,0.85,0.1,3.58,7.76,80.650000000000006,0,0.23,23.94,54.22,Eira,1317.62,104,Eira/langfjorden,0.84,0.69,1001,935,1659,1305,1959,137,138,13170
19.107.0,Lilleelv,Vannføring,1,Elv - naturlig profil,Forvaltningsstasjon,I drift,30611.583333333332,1983-10-22T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,40.520000000000003,4.34,1.38,1.96,4.17,85.39,4.9800000000000004,0,0.8,0,5.23,17.22,Lilleelva/Arendalsvassdraget,1148.3,019,Arendalsvassdraget/kyst Moland-Homborsund,0,0,1001,64,151,111,206,12,18,7236
209.4.0,Lillefossen,Vannføring,1,Elv - naturlig profil,Konsesjonspålagt stasjon,I drift,22457.583333333332,1961-06-25T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,330.6,15.89,0.9,0.14000000000000001,0.03,11.41,4.2699999999999996,80.349999999999994,0,0,22.77,41.95,Navitelva,1123.6400000000001,209,Kvænangsvassdraget/Kvænangen sør,0.05,0,1001,454,1082,866,1322,29,25,17257
196.11.0,Lille Rostavatn,Vannføring,1,Innsjø,Konsesjonspålagt stasjon,I drift,21582.583333333332,1959-02-01T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,638.38,15,5.2,3.71,0.23,13.42,7.8,67.52,0,0.28999999999999998,11.51,50.13,Målselvvassdraget,1266.18,196,Målselvvassdraget/Malangen,0,0,1001,376,1141,829,1586,101,102,16929
21.47.0,Lislefjødd,Vannføring,1,Elv - kunstig profil,Konsesjonspålagt stasjon,I drift,26641.583333333332,1972-12-08T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,19.010000000000002,33.159999999999997,12.53,0.05,0,5.0599999999999996,2.4300000000000002,79.92,0,0,46.27,10.94,Lislefjøddåi/Otra,3170.91,021,Otra/Kristiansand og Flekkerøy,0,0,1001,1050,1360,1141,1430,885,890,7786
223.2.0,Lombola,Vannføring,1,Ikke angitt,Konsesjonspålagt stasjon,I drift,22190.583333333332,1960-10-01T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,877.14,4.46,4.78,0.12,0,11.98,4.54,75.290000000000006,0,0,6.59,81.63,Stabburselva,1387.27,223,Stabburselva/indre Porsangen vest,0,0,1001,349,653,458,1136,53,58,17650
2.132.0,Lomnessjø,Vannføring,1,Ikke angitt,Konsesjonspålagt stasjon,I drift,10594.583333333334,1929-01-01T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,1164.4100000000001,4.9000000000000004,7.31,0.34,2.41,56.02,1.53,29.84,0.04,0,5.86,74.260000000000005,Rena/Glommavassdraget,1025.31,002,Glommavassdraget/Hvaler og Singlefjorden,0,0,1001,558,1098,878,1651,252,256,501
2.145.0,Losna,Vannføring,1,Kum,Konsesjonspålagt stasjon,I drift,-1458.4166666666667,NA,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,11205.42,2.65,3.68,0.18,2.58,26.55,4.51,56.17,0.1,2.4500000000000002,2.39,178.83,Vorma-Lågen/Glommavassdraget,1165.47,002,Glommavassdraget/Hvaler og Singlefjorden,1,0.14000000000000001,1001,807,1740,1246,2466,172,180,546
88.4.0,Lovatn,Vannføring,1,Innsjø,Forvaltningsstasjon,I drift,80.583333333333329,1900-03-20T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,234.88,5.96,0.01,4.5,0.18,17.18,5.23,42.34,0,33.22,70.040000000000006,19.25,Loenvassdraget,967.44,088,Strynvassdraget/indre Nordfjord,0,0,1001,262,1787,1450,2073,50,52,12527
196.12.0,Lundberg,Vannføring,1,Elv - naturlig profil,Konsesjonspålagt stasjon,I drift,22525.583333333332,1961-09-01T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,246.53,13.3,0.38,0.01,0.59,18.39,0.95,75.88,0,1.91,12.04,27.07,Sørdalselva/Barduelva/Målselvvassdraget,2245.0100000000002,196,Målselvvassdraget/Malangen,0,0,1001,403,1410,938,1564,92,89,16934
