Stasjonsnr;Stasjonsnavn;Måleparameter;Versjon;Målested;Stasjontype;Status (i drift/nedlagt);Målestart (dato);Data kontrollert fra (dato);Data kontrollert til (dato);Evt. nedlagt (dato);Normal årsavrenning (l/s km2);Totalt feltareal (km2);Bratthet (1085-gradient, m/km);Myrprosent;Effektiv sjøprosent;Jordbruksprosent;Skogprosent;Innsjøprosent;Snaufjellprosent;Urbantareal prosent;Breprosent;Elvegradient (m/km);Elvelengde (km);Elvenavnhierarki;Elvetetthet (m/km);Vassdragsomr. nr.;Vassdragsomr. navn;Reguleringsgrad areal;Reguleringsgrad mag,;Måleparameter kode;Høyde 10 persentil (m);Høyde 90 persentil (m);Medianhøyde (m);Høyeste punkt (m);Laveste punkt (m);Høyde over havet (m);ObjektID
149.1.0;Møllehusfoss;Vannføring;1;Elv - naturlig profil;Konsesjonspålagt stasjon;I drift;14.12.1982;14.12.1982;31.12.2023;Ikke angitt;Ikke angitt;95,12;36,86;0,82;0,71;0;12,43;7,13;75,87;0;0;42,19;18,7;Sæterelva/Lakselva;1413,35;149;Visten, Halsfjorden og ytre Vefsnfjorden øst;0;0;1001;216;819;621;1225;14;14;15025
168.2.0;Mørsvik bru;Vannføring;1;Elv - naturlig profil;Konsesjonspålagt stasjon;I drift;28.08.1985;28.08.1985;31.12.2023;Ikke angitt;Ikke angitt;31,23;36,45;4,74;4,35;0;49,96;9,42;27,71;0;0;40,52;10,46;Marsvikelva;1242,66;168;Nordfolda;0;0;1001;164;832;384;1092;73;78;16450
24.8.0;Møska (Skolandsvatnet);Vannføring;1;Ikke angitt;Forvaltningsstasjon;I drift;25.10.1994;25.10.1994;31.12.2023;Ikke angitt;Ikke angitt;121,41;15,09;3,1;1,71;1,01;77,06;9,31;8,22;0;0;17,97;30,39;Møska/Lygna;1890,05;024;Lygna/kyst Lindesnes-Lista;0;0;1001;248;485;356;612;7;12;8190
22.16.0;Myglevatn ndf.;Vannføring;2;Ikke angitt;Konsesjonspålagt stasjon;I drift;Ikke angitt;14.10.1998;31.12.2023;Ikke angitt;Ikke angitt;182,2;6,04;12,09;1,7;0,41;63,59;6,07;10,91;0;0;10,98;37,52;Kosåna/Mandalselva;2187,82;022;Mandalselva/kyst Flekkerøy-Mandal by;0;0;1001;358;605;488;740;248;250;8048
114.1.0;Myra;Vannføring;1;Elv - naturlig profil;Forvaltningsstasjon;I drift;27.10.1988;27.10.1988;31.12.2023;Ikke angitt;Ikke angitt;16,46;26,34;13,48;0,01;1,78;39,4;0,56;42,01;0;0;38;7,95;Storelva;1647,25;114;Tustna kommune og Ertvågøy;0;0;1001;50;645;232;895;29;29;13582
62.10.0;Myrkdalsvatn;Vannføring;2;Ikke angitt;Privat, ikke pålagt;I drift;Ikke angitt;11.11.1970;31.12.2023;Ikke angitt;Ikke angitt;157,75;38,39;2,47;1,14;1,74;18,88;4,19;69,86;0;0;36,16;28,09;Vossovassdraget;2406,74;062;Vossovassdraget/Bolstadfjorden;0;0;1001;520;1279;1024;1431;227;226;10266
2.11.0;Narsjø;Vannføring;1;Ikke angitt;Konsesjonspålagt stasjon;I drift;21.10.1971;21.10.1971;31.12.2023;Ikke angitt;Ikke angitt;118,96;14,33;15,17;1,63;0,43;22,33;3,49;45,84;0;0;15,11;21,78;Nøra/Glommavassdraget;1410,89;002;Glommavassdraget/Hvaler og Singlefjorden;0;0;1001;783;1120;967;1592;738;737;149
111.10.0;Nauståa;Vannføring;1;Elv - naturlig profil;Forvaltningsstasjon;I drift;22.03.1978;22.03.1978;31.12.2023;Ikke angitt;Ikke angitt;24,79;52,46;0,91;0,32;0;5,32;2,99;85,41;0;0;81,05;9,33;Toåa;1456,72;111;Kyst Tingvollfjorden-Surnadalsfjorden;0;0;1001;623;1236;969;1374;213;220;13460
2.13.0;Nedre Sjodalsvatn;Vannføring;1;Ikke angitt;Forvaltningsstasjon;I drift;15.06.1981;15.06.1981;31.12.2023;Ikke angitt;Ikke angitt;480,7;10,99;2,09;4,23;0,03;6,31;9,74;72,18;0;6,89;11,17;50,23;Sjoa/Vorma-Lågen/Glommavassdraget;1228,55;002;Glommavassdraget/Hvaler og Singlefjorden;0;0;1001;1069;2005;1542;2363;940;940;158
151.15.0;Nervoll;Vannføring;1;Elv - naturlig profil;Forvaltningsstasjon;I drift;01.10.1968;01.10.1968;31.12.2023;Ikke angitt;Ikke angitt;653,36;8,34;7,59;0,16;0,68;25,25;2,99;53,62;0;1,4;9,43;70,17;Vefsna;1903,5;151;Vefsna/Vefsnfjorden sør;0;0;1001;612;1136;864;1691;344;345;15086
79.3.0;Nessedalselv;Vannføring;1;Elv - naturlig profil;Forvaltningsstasjon;I drift;06.09.1983;06.09.1983;31.12.2023;Ikke angitt;Ikke angitt;30;99,02;4,08;1,33;0,44;31,82;4,17;58,65;0;0;112,21;6,77;Nesselvi;1722,7;079;Høyangervassdraget/kyst Dragsvik-Kyrkjebø;0;0;1001;452;1182;859;1351;281;290;12040
76.5.0;Nigardsbrevatn;Vannføring;2;Ikke angitt;Konsesjonspålagt stasjon;I drift;Ikke angitt;05.06.1998;31.12.2023;Ikke angitt;Ikke angitt;65,29;109,62;0;0,71;0;2,14;0,83;21,02;0;72,39;199,71;5,24;Breelvi/Jostedøla;332,81;076;Jostedøla/Lusterfjorden vest;0;0;1001;840;1774;1562;1946;285;285;11673
230.1.0;Nordmannset;Vannføring;1;Innsjø;Konsesjonspålagt stasjon;I drift;12.07.1961;12.07.1961;31.12.2023;Ikke angitt;Ikke angitt;19,31;23,29;0,52;4,11;0;11,11;14,99;71,73;0;0;25,67;11,22;Ytre Laksefjorden øst;2193,63;230;Ytre Laksefjorden øst;0;0;1001;129;323;279;370;72;72;17716
88.30.0;Nordre Oldevatn;Vannføring;1;Ikke angitt;Forvaltningsstasjon;I drift;15.03.1987;15.03.1987;31.12.2023;Ikke angitt;Ikke angitt;201,67;18,72;0,01;3,37;1,65;19,18;4,41;36,04;0;35,71;59,1;22,44;Oldenvassdraget;861,88;088;Strynvassdraget/indre Nordfjord;0;0;1001;216;1764;1393;1951;33;33;12602
2.451.0;Nordre Osa;Vannføring;1;Elv - naturlig profil;Konsesjonspålagt stasjon;I drift;29.01.1983;29.01.1983;31.12.2023;Ikke angitt;Ikke angitt;447,66;6,09;16,61;0,02;0,21;57,88;1,36;15,88;0;0;5,77;48,37;Osa/Rena/Glommavassdraget;1274,5;002;Glommavassdraget/Hvaler og Singlefjorden;0;0;1001;587;923;761;1202;456;450;1333
74.24.0;Nyset;Vannføring;1;Elv - naturlig profil;Konsesjonspålagt stasjon;I drift;20.09.1990;20.09.1990;31.12.2023;Ikke angitt;Ikke angitt;29,02;24,45;0;2,16;0;0;9,36;90,01;0;0,63;45,51;11,78;Nysetelvi;1618,23;074;Årdalsvassdraget/Årdalsfjorden;0;0;1001;1248;1656;1418;1811;1074;1069;11211
27.26.0;Ogna v/Hetland;Vannføring;1;Ikke angitt;Konsesjonspålagt stasjon;I drift;15.06.1982;15.06.1982;31.12.2023;Ikke angitt;Ikke angitt;70,29;8,11;3,07;0,85;7,11;13,04;6,1;57,52;0,04;0;10,93;20,22;Ognaåni;1625,74;027;Bjerkreimvassdraget/kyst Sokndal-Ogna;0;0;1001;128;391;206;550;29;22;8607
208.2.0;Oksfjordvatn;Vannføring;1;Innsjø;Forvaltningsstasjon;I drift;22.06.1955;22.06.1955;31.12.2023;Ikke angitt;Ikke angitt;265,83;23,93;1,03;2,16;0,35;21,86;4,75;66,28;0;0,42;22,96;35,72;Fiskelva;1242,27;208;Reisavassdraget/Reisafjorden;0;0;1001;159;1082;598;1340;7;5;17235
2.61.0;Orva;Vannføring;1;Elv - naturlig profil;Forvaltningsstasjon;I drift;01.12.1995;01.12.1995;31.12.2023;Ikke angitt;Ikke angitt;25,41;12,53;12,83;6,42;0,07;33,78;13,2;13,74;0;0;21,44;12,45;Orva/Glommavassdraget;1533,55;002;Glommavassdraget/Hvaler og Singlefjorden;0;0;1001;801;927;859;1026;700;700;298
35.9.0;Osali (Botnavatnet);Vannføring;1;Innsjø;Konsesjonspålagt stasjon;I drift;30.03.1982;30.03.1982;31.12.2023;Ikke angitt;Ikke angitt;22,48;38,32;2,28;6,53;0;10,44;12,89;74,39;0;0;44,22;11,24;Kvennåna/Ulla;2911,6;035;Ulla og Førreelva/Jøsenfjorden og Erfjorden;0;0;1001;726;1143;934;1345;650;644;9025
105.1.0;Osenelv v/Øren;Vannføring;2;Elv - naturlig profil;Forvaltningsstasjon;I drift;05.05.1923;05.05.1923;31.12.2023;Ikke angitt;Ikke angitt;137,59;9,74;15,6;4,71;3,59;57,77;8,26;9,57;0;0;20,46;23,12;Osenvassdraget;1566,46;105;Gusjåvassdraget/Moldefjorden og Fannefjorden;0;0;1001;85;506;264;795;4;10;13256
151.13.0;Øvre Glugvatn;Vannføring;1;Innsjø;Konsesjonspålagt stasjon;I drift;14.03.1968;01.04.1968;31.12.2023;Ikke angitt;Ikke angitt;60,65;13,13;15,43;4,7;0,04;41,32;8,09;29,58;0;0;15,87;17,26;Gluggvasselva/Vefsna;2577,23;151;Vefsna/Vefsnfjorden sør;0;0;1001;510;712;586;811;399;400;15076
2.36.0;Øvre Heimdalsvatn;Vannføring;1;Innsjø;Forvaltningsstasjon;I drift;13.06.1995;13.06.1995;31.12.2023;Ikke angitt;Ikke angitt;24,94;37,3;4,11;3,24;0;3,63;4,3;87,99;0;0;27,72;7,76;Hinøgla/Vinstra/Vorma-Lågen/Glommavassdraget;2125,05;002;Glommavassdraget/Hvaler og Singlefjorden;0;0;1001;1118;1611;1346;1843;1088;1088;251
191.2.0;Øvrevatn;Vannføring;1;Ikke angitt;Forvaltningsstasjon;I drift;01.09.1987;01.09.1987;31.12.2023;Ikke angitt;Ikke angitt;526,02;6,56;3,66;0,6;2,14;37,26;3,35;50,44;0,01;0,51;18,29;62,37;Salangselva;2429,51;191;Salangselva/Salangen;0;0;1001;161;1111;690;1509;4;8;16870
174.3.0;Øvstevatn (Litlevatnet);Vannføring;1;Innsjø;Konsesjonspålagt stasjon;I drift;30.04.1924;30.04.1924;31.12.2023;Ikke angitt;Ikke angitt;28,43;44,59;2,42;0,93;0,47;25,14;1,7;57,72;0;2,25;61,48;7,38;Håkvikelva;2417,54;174;Indre Ofotfjorden;0;0;1001;339;1186;770;1543;275;275;16670
98.4.0;Øye ndf.;Vannføring;1;Ikke angitt;Forvaltningsstasjon;I drift;03.10.1990;03.10.1990;31.12.2023;Ikke angitt;Ikke angitt;138,78;43,31;0,44;0,26;2,39;18,22;4,32;65,16;0;3,12;63,48;20,16;Bygdaelva;1270,98;098;Storfjorden sør, Sunnylvsfjorden og Geirangerfjorden;0;0;1001;456;1510;1045;1852;146;150;12907
138.1.0;Øyungen;Vannføring;1;Innsjø;Forvaltningsstasjon;I drift;26.09.1916;26.09.1916;31.12.2023;Ikke angitt;Ikke angitt;239,41;9,43;18,72;1,44;0,2;39,68;6,41;26,62;0;0;10,75;28,27;Årgårdsvassdraget;2194,64;138;Årgårdsvassdraget og Bogna/Namsfjorden sør;0;0;1001;198;526;338;681;101;105;14759
234.18.0;Polmak nye;Vannføring;1;Ikke angitt;Forvaltningsstasjon;I drift;01.12.1991;01.12.1991;31.12.2023;Ikke angitt;Ikke angitt;14161,4;1;11,57;0,03;0,21;52,61;4,78;19,56;0,08;0;1,61;310,75;Tana;910,73;234;Tana/Tanafjorden sør;0;0;1001;285;481;385;1065;10;20;17784
36.34.0;Prestvika;Vannføring;1;Elv - kunstig profil;Konsesjonspålagt stasjon;I drift;01.07.1989;01.07.1989;31.12.2023;Ikke angitt;Ikke angitt;2,67;151,39;0;0;10,04;56,51;0,09;25,24;1,12;0;215,2;1,51;Suldalsvassdraget;966,72;036;Suldalsvassdraget/Sandsfjorden sør og Hylsfjorden;0;0;1001;89;976;395;1102;63;66;9173
19.82.0;Rauåna;Vannføring;1;Elv - kunstig profil;Forvaltningsstasjon;I drift;16.11.1972;16.11.1972;31.12.2023;Ikke angitt;Ikke angitt;8,91;25,66;2,3;0;0,37;90,59;0,08;1,15;0;0;29,22;7,01;Arendalsvassdraget;1295,87;019;Arendalsvassdraget/kyst Moland-Homborsund;0;0;1001;308;598;459;755;220;220;7186
171.7.0;Ravggajokka;Vannføring;1;Elv - naturlig profil;Forvaltningsstasjon;I drift;25.08.1976;25.08.1976;31.12.2023;Ikke angitt;Ikke angitt;74,96;9,18;0,52;1,01;0;0,33;5,23;93,81;0;0;12,29;22,38;Draugelva/Hellemovassdraget;2129,96;171;Hellemovassdraget/Tysfjord kommune;0;0;1001;601;1021;831;1264;457;456;16502
26.29.0;Refsvatn;Vannføring;1;Innsjø;Forvaltningsstasjon;I drift;19.01.1978;19.01.1978;31.12.2023;Ikke angitt;Ikke angitt;52,95;18,41;1,08;1,74;1,72;22,78;9,32;59,21;0;0;19,82;16,95;Litla-mydlandsåna/Sokno;1717,79;026;Sira og Sokna/kyst Hidra-Sokndal;0;0;1001;230;487;442;552;33;50;8409
48.5.0;Reinsnosvatn;Vannføring;1;Innsjø;Forvaltningsstasjon;I drift;15.06.1917;15.06.1917;31.12.2023;Ikke angitt;Ikke angitt;120,5;85,5;0,77;3,34;0,1;7,9;9,95;76,72;0;0,73;81,64;10,79;Austdølo/Opo;2776,46;048;Opo/Sørfjorden vest;0;0;1001;814;1468;1271;1631;593;597;9695
26.64.0;Rekedalselv;Vannføring;1;Elv - kunstig profil;Konsesjonspålagt stasjon;I drift;01.11.1996;01.11.1996;31.12.2023;Ikke angitt;Ikke angitt;10,11;6,83;2,25;1,41;1,09;38,17;6,97;47,29;0;0;16,87;5,27;Sira og Sokna/kyst Hidra-Sokndal;1633,6;026;Sira og Sokna/kyst Hidra-Sokndal;0;0;1001;164;288;227;312;103;110;8486
112.8.0;Rinna;Vannføring;1;Elv - naturlig profil;Konsesjonspålagt stasjon;I drift;22.08.1969;22.08.1969;31.12.2023;Ikke angitt;Ikke angitt;87,83;23,21;15,13;0,57;0;16,08;3,28;58,28;0;0,04;23,25;17,98;Rinda/Surna;1444,15;112;Surna/Surnadalsfjorden og Halsafjorden øst;0;0;1001;608;1200;840;1594;452;460;13489
2.284.0;Sælatunga;Vannføring;1;Elv - naturlig profil;Konsesjonspålagt stasjon;I drift;07.10.1955;01.08.1966;31.12.2023;Ikke angitt;Ikke angitt;457,52;19,82;2,26;0,09;1,16;10,77;2,02;81,79;0;0,1;22,95;39,48;Finna/Otta/Vorma-Lågen/Glommavassdraget;1166,66;002;Glommavassdraget/Hvaler og Singlefjorden;0;0;1001;930;1720;1397;1882;409;408;902
8.6.0;Sæternbekken;Vannføring;1;Elv - kunstig profil;Forvaltningsstasjon;I drift;01.11.1971;01.11.1971;31.12.2023;Ikke angitt;Ikke angitt;6,28;65,46;3,27;0;2,32;93,17;0,16;0;0;0;60,54;4,81;Øverlandselva/Sandvikselva;2495,05;008;Sandvikselva;0;0;1001;180;396;257;422;99;102;3746
212.48.0;Sagafoss;Vannføring;1;Ikke angitt;Konsesjonspålagt stasjon;I drift;01.01.1990;01.01.1990;31.12.2023;Ikke angitt;Ikke angitt;234,24;12,76;5,69;0,16;1,49;26,84;5,44;50,46;0,14;0;12,06;42,95;Tverrelva;1536,22;212;Altavassdraget/Altafjorden;0;0;1001;188;535;430;636;19;22;17433
307.14.0;Saksvatn;Vannføring;1;Innsjø;Konsesjonspålagt stasjon;I drift;01.01.1960;01.01.1960;31.12.2023;Ikke angitt;Ikke angitt;64,03;17,23;17,65;2,7;0;18,07;5,35;38,64;0;0;23,82;15,79;Saksvasselva/Linvasselva/Faxälven;3754,06;307;Ångermanelven;0;0;1001;512;834;628;1007;464;465;17970
140.2.0;Salsvatn;Vannføring;1;Ikke angitt;Forvaltningsstasjon;I drift;01.01.1985;01.01.1985;31.12.2023;Ikke angitt;Ikke angitt;431,9;4,49;3,44;10,63;0,1;29,16;14,15;42,47;0;0;6,26;48,73;Salsvatnvassdraget;3069,23;140;Salsvatnvassdraget/kyst Namsos-Foldfjorden;0;0;1001;7;580;306;763;-8;9;14955
246.9.0;Sametielv;Vannføring;1;Ikke angitt;Konsesjonspålagt stasjon;I drift;01.09.1978;01.09.1978;31.12.2023;Ikke angitt;Ikke angitt;255,69;3,53;15,76;1,97;0;63,73;14,48;5,39;0;0;3,72;40,37;Sametielva/Pasvikelva;1785,83;246;Pasvikelva/Bøkfjorden;0;0;1001;82;207;147;294;42;40;17909
33.10.0;Sandvatn;Vannføring;1;Innsjø;Konsesjonspålagt stasjon;I drift;25.11.1987;25.11.1987;31.12.2023;Ikke angitt;Ikke angitt;70,4;30,3;0,26;1,93;0;0;13,39;86,37;0;0;33,46;9,59;Gråfolåna/Årdalselva;3057,25;033;Årdalselva/Årdalsfjorden;0;0;1001;985;1209;1109;1262;852;852;8926
29.11.0;Sandvedparken;Vannføring;1;Elv - naturlig profil;Privat, ikke pålagt;I drift;04.03.1995;04.03.1995;31.12.2023;Ikke angitt;Ikke angitt;24,5;3,24;0,74;1,81;15,82;27,09;3,69;10,1;21,17;0;11,36;14;Storåna;654,72;029;Stavanger og Sandnes kommuner;0;0;1001;31;183;81;286;1;3;8739
6.71.0;Sinnerdammen;Vannføring;1;Elv - naturlig profil;Forvaltningsstasjon;I drift;26.09.2003;26.09.2003;31.12.2023;Ikke angitt;Ikke angitt;7,63;25,46;2,76;2;0;92,89;4,3;0;0;0;17,95;5,24;Spålselva/Nordmarkvassdraget;1545,15;006;Nordmarkvassdraget/kyst Gjersjøelva-Bygdøy;0;0;1001;519;628;574;662;483;482;3560
162.3.0;Skarsvatn;Vannføring;1;Ikke angitt;Forvaltningsstasjon;I drift;05.10.1984;05.10.1984;31.12.2023;Ikke angitt;Ikke angitt;145,39;17,66;6,92;0,76;1,04;44,11;6,76;34,13;0;0;16,91;29,75;Lakselva;2649,94;162;Saltfjorden: Nordfjorden-Skjerstad;0;0;1001;298;649;539;831;159;162;16077
160.7.0;Skauvoll;Vannføring;1;Elv - naturlig profil;Forvaltningsstasjon;I drift;08.11.1986;09.11.1986;31.12.2023;Ikke angitt;Ikke angitt;19,66;22,61;0,06;1,49;0;27,1;7,74;54,19;0;0;47,42;11,32;Skauvollelva;1773,78;160;Fykanåga/Glomfjorden, Gåsværfjorden og Sørfjorden;0;0;1001;397;767;483;1063;229;232;15863
83.9.0;Skilbreivatn;Vannføring;1;Innsjø;Privat, ikke pålagt;I drift;18.08.1993;18.08.1993;31.12.2023;Ikke angitt;Ikke angitt;17,81;14,34;7,34;5,13;3,88;44,25;9,99;24,44;0;0;21,38;7,53;Åmotselva/Gaularvassdraget;1717,27;083;Gaularvassdraget/Dalsfjorden;0;0;1001;288;625;457;811;251;253;12166
165.11.0;Skivika;Vannføring;1;Elv - kunstig profil;Forvaltningsstasjon;I drift;04.09.1996;04.09.1996;31.12.2023;Ikke angitt;Ikke angitt;1;0;2;0;0;55,36;0;0;26,12;0;0;0;Kyst Saltstraumen-Bodø-Tårnvikfjellet;-999;165;Kyst Saltstraumen-Bodø-Tårnvikfjellet;0;0;1001;27;154;95;205;0;5;16282
86.12.0;Skjerdalselv;Vannføring;1;Elv - naturlig profil;Forvaltningsstasjon;I drift;10.10.1982;10.10.1982;31.12.2023;Ikke angitt;Ikke angitt;23,66;88,67;0,29;1,1;0;14,63;3,87;59,31;0;16,78;96,15;5,83;Storelva;1099,08;086;Gjengedalsvassdraget/Frøysjøen og ytre Nordfjord sør;0;0;1001;473;1335;1091;1466;294;293;12399
200.4.0;Skogsfjordvatn;Vannføring;1;Ikke angitt;Forvaltningsstasjon;I drift;18.09.1988;18.09.1988;31.12.2023;Ikke angitt;Ikke angitt;136,01;28,11;1,63;10,09;0,46;22,37;15,02;48,76;0;0,08;21,53;20,02;Skogsfjordelva;1461,82;200;Ringvassøya;0;0;1001;18;616;286;1045;18;17;17091
97.5.0;Sleddalen;Vannføring;1;Elv - naturlig profil;Konsesjonspålagt stasjon;I drift;17.12.1997;17.12.1997;31.12.2023;Ikke angitt;Ikke angitt;9,26;67,96;3,49;0;2,58;28,16;0,04;63,77;0;0;118,23;3,87;Sleddalselva/Vikelva;1770,12;097;Storfjorden sør, Hjørundfjorden og Sykkylvsfjorden;0;0;1001;370;1142;777;1383;319;300;12879
62.14.0;Slondalsvatn;Vannføring;1;Innsjø;Privat, ikke pålagt;I drift;06.04.1983;06.04.1983;31.12.2023;Ikke angitt;Ikke angitt;41,86;42,88;1,04;2,78;0,03;2,72;10,27;82,63;0;0,97;49,47;14,27;Kvannjolo/Raundalselvi/Vossovassdraget;2489,81;062;Vossovassdraget/Bolstadfjorden;0;0;1001;999;1457;1255;1602;752;751;10275
177.4.0;Sneisvatn;Vannføring;1;Innsjø;Forvaltningsstasjon;I drift;20.09.1916;20.09.1916;31.12.2023;Ikke angitt;Ikke angitt;29,25;21,44;2,49;2,25;0;25,33;10,17;52,6;0;0;17,21;10,57;Sneiselva;1327,42;177;Østre Hinnøya;0;0;1001;105;680;339;968;15;18;16772
12.114.0;Sogna v/Gardhammarfossen;Vannføring;1;Elv - naturlig profil;Forvaltningsstasjon;I drift;08.10.1936;08.10.1936;31.12.2023;Ikke angitt;Ikke angitt;492,33;16,38;3,01;0,28;2,29;83,12;3,74;6,36;0,17;0;21,03;50,79;Sogna/Drammensvassdraget;1860;012;Drammensvassdraget/Drammensfjorden vest;0;0;1001;224;846;499;1224;127;130;4167
77.3.0;Sogndalsvatn;Vannføring;1;Innsjø;Konsesjonspålagt stasjon;I drift;20.07.1962;20.07.1962;31.12.2023;Ikke angitt;Ikke angitt;110,93;28,29;1,52;2,31;1,21;21,11;4,28;59,75;0;4,05;61,94;16,4;Sogndalselvi;1284,95;077;Årøyvassdraget/kyst Kaupanger-Hella;0;0;1001;517;1470;1129;1602;381;395;11906
22.22.0;Søgne;Vannføring;1;Elv - naturlig profil;Forvaltningsstasjon;I drift;14.12.1973;14.12.1973;31.12.2023;Ikke angitt;Ikke angitt;203,58;6,45;5,95;0,09;4,81;80,86;4,19;0,13;1,37;0;7,06;50,45;Søgneelva;1918,51;022;Mandalselva/kyst Flekkerøy-Mandal by;0;0;1001;118;340;239;485;0;10;8064
19.104.0;Songedalsåi;Vannføring;1;Elv - naturlig profil;Konsesjonspålagt stasjon;I drift;01.01.1981;01.01.1981;31.12.2023;Ikke angitt;Ikke angitt;65,63;18,51;10,43;1,23;0,31;74,38;3,98;9,05;0;0;14,65;15,7;Songedalsåi/Fyresdalsåna/Arendalsvassdraget;2003,41;019;Arendalsvassdraget/kyst Moland-Homborsund;0;0;1001;659;934;802;1175;554;554;7228
150.1.0;Sørra;Vannføring;1;Elv - naturlig profil;Forvaltningsstasjon;I drift;15.08.1952;15.08.1952;31.12.2023;Ikke angitt;Ikke angitt;6,58;11,76;12,02;0;34,76;43,64;0,43;0;0;0;11,66;3,17;Alsten og Tjøtta;1860,06;150;Alsten og Tjøtta;0;0;1001;51;124;78;169;33;40;15033
111.9.0;Søya v/Melhus;Vannføring;1;Elv - naturlig profil;Konsesjonspålagt stasjon;I drift;19.12.1974;19.12.1974;31.12.2023;Ikke angitt;Ikke angitt;137,43;28,21;6,08;0,02;3,18;35,73;1,41;37,1;0;0;40,83;24,2;Søya;2142,85;111;Kyst Tingvollfjorden-Surnadalsfjorden;0;0;1001;175;970;605;1422;27;40;13456
19.80.0;Stigvassåi;Vannføring;1;Elv - kunstig profil;Konsesjonspålagt stasjon;I drift;19.01.1972;01.01.1972;31.12.2023;Ikke angitt;Ikke angitt;14,49;12,64;4,51;0,22;2,08;90,08;2,08;0;0;0;31,66;7,17;Stigvasselva/Arendalsvassdraget;1212,93;019;Arendalsvassdraget/kyst Moland-Homborsund;0;0;1001;195;375;280;420;144;145;7181
128.5.0;Støafoss;Vannføring;1;Elv - naturlig profil;Konsesjonspålagt stasjon;I drift;01.01.1932;01.01.1932;31.12.2023;Ikke angitt;Ikke angitt;477,08;4,82;19,37;0,31;2,07;54,57;5,38;15,23;0;0;6,69;54,73;Ogna/Snåsavassdraget;-999;128;Snåsavassdraget/Beitstadfjorden øst;0;0;1001;200;609;382;807;75;78;14605
41.1.0;Stordalsvatn;Vannføring;1;Innsjø;Forvaltningsstasjon;I drift;16.08.1912;16.08.1912;31.12.2023;Ikke angitt;Ikke angitt;130,73;33,4;1,23;6,71;3,07;25,29;10,92;56,11;0;0;35,57;30,62;Etnevassdraget;2684,02;041;Etnevassdraget/Ålfjorden og Etnefjorden;0;0;1001;96;1072;725;1292;49;51;9430
12.215.0;Storeskar;Vannføring;1;Kum;Konsesjonspålagt stasjon;I drift;01.10.1987;07.08.1987;31.12.2023;Ikke angitt;Ikke angitt;119,67;26,36;4,19;0,35;0,24;8,84;4,03;79,23;0;0;27,5;24,69;Hemsil/Hallingdalsvassdraget/Drammensvassdraget;1764,02;012;Drammensvassdraget/Drammensfjorden vest;0;0;1001;1037;1622;1420;1814;889;895;4439
19.96.0;Storgama ovf.;Vannføring;1;Elv - kunstig profil;Forvaltningsstasjon;I drift;04.07.1974;04.07.1974;31.12.2023;Ikke angitt;Ikke angitt;0,58;33,4;6,69;6,17;0;28,97;11,79;52,69;0;0;25,05;0,76;Heimdøl/Arendalsvassdraget;2065,46;019;Arendalsvassdraget/kyst Moland-Homborsund;0;0;1001;598;666;618;689;587;570;7212
2.633.0;Stortorp;Vannføring;1;Ikke angitt;Konsesjonspålagt stasjon;I drift;01.03.1991;01.03.1991;31.12.2023;Ikke angitt;Ikke angitt;87,19;5,11;5,29;0,42;4,03;86,33;3,79;0;0,07;0;6,41;16,7;Rakkestadelva/Glommavassdraget;1678,24;002;Glommavassdraget/Hvaler og Singlefjorden;0;0;1001;143;266;209;324;112;110;1603
168.1.0;Storvatn;Vannføring;1;Innsjø;Forvaltningsstasjon;I drift;01.09.1916;01.09.1916;31.12.2023;Ikke angitt;Ikke angitt;71,3;12,1;1,07;9,46;0;24,22;13,06;55,79;0;0,38;24,36;13,67;;2291,75;168;Nordfolda;0;0;1001;84;854;505;1174;56;56;16444
85.4.0;Straumstad (Solheimsvatnet);Vannføring;1;Innsjø;Privat, ikke pålagt;I drift;09.08.1974;09.08.1974;31.12.2023;Ikke angitt;Ikke angitt;109,68;47,46;1,01;2,41;1,28;26,37;6,39;51,66;0;3,7;48,37;19,41;Solheimsvassdraget;-999;085;Oselvvassdraget/Flora kommune;0;0;1001;180;1029;620;1384;0;13;12348
88.11.0;Strynsvatn;Vannføring;1;Ikke angitt;Forvaltningsstasjon;I drift;05.09.1981;05.09.1981;31.12.2023;Ikke angitt;Ikke angitt;482,04;31,3;0,17;4,77;1,37;17,09;6,38;55,92;0,01;14,44;32,53;45,24;Strynevassdraget;1218,21;088;Strynvassdraget/indre Nordfjord;0;0;1001;242;1687;1226;1936;27;29;12550
73.27.0;Sula;Vannføring;1;Elv - kunstig profil;Forvaltningsstasjon;I drift;06.07.1967;06.07.1967;31.12.2023;Ikke angitt;Ikke angitt;30,32;22,68;1,14;3,78;0;0,16;9,52;89,2;0;0;35,11;13,81;Lærdalsvassdraget;-999;073;Lærdalsvassdraget/Lærdalsfjorden;0;0;1001;1243;1556;1364;1809;1001;973;10871
12.192.0;Sundbyfoss;Vannføring;1;Elv - naturlig profil;Forvaltningsstasjon;I drift;22.04.1976;22.04.1976;31.12.2023;Ikke angitt;Ikke angitt;74,77;27,74;0,67;0,42;12,66;83,74;1,27;0;0,81;0;29,44;16,34;Lianelva/Vestfosselva/Drammensvassdraget;1718,69;012;Drammensvassdraget/Drammensfjorden vest;0;0;1001;96;485;235;633;51;50;4374
